geneName	AL3.1,AL3.2	ALP.1,ALP.2	AWP.1,AWP.2	EL3.1,EL3.2	ELP.1,ELP.2	EWP.1,EWP.2	LL3.1,LL3.2	LLP.1,LLP.2	LWP.1,LWP.2	WL3.1,WL3.2	WLP.1,WLP.2	WWP.1,WWP.2
FBgn0036004	1332.31.00	386.04.00	146.07.00	30.46.00	76.58.00	40.37.00	100.03.00	987.49.00	38.56.00	138.17.00	253.04.00	1604.42.00
FBgn0036005	177.31.00	75.01.00	172.25.00	81.03.00	150.02.00	156.57.00	102.22.00	109.16.00	45.01.00	108.34.00	115.17.00	50.41.00
FBgn0036007	168.13.00	212.44.00	131.52.00	255.25.00	66.52.00	228.22.00	106.22.00	147.37.00	112.57.00	132.48.00	127.06.00	108.37.00
FBgn0036008	155.28.00	457.45.00	214.29.00	94.44.00	980.48.00	231.26.00	111.29.00	642.08.00	114.24.00	135.47.00	843.46.00	144.19.00
FBgn0036009	10090.41.00	126.45.00	13672.18.00	6339.03.00	1506.36.00	1847.26.00	8262.09.00	7200.35.00	1814.01.00	6097.45.00	2711.02.00	2613.28.00
FBgn0036010	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0036014	10835.53.00	626.45.00	940.51.00	28.05.00	4262.28.00	16454.08.00	5329.38.00	6930.48.00	1044.16.00	2495.57.00	306.06.00	7821.24.00
FBgn0036015	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0036016	16638.45.00	11036.19.00	1432.42.00	173.11.00	4520.58.00	112.58.00	5169.11.00	4485.31.00	67.23.00	6770.54.00	5167.35.00	1112.18.00
FBgn0036018	864.15.00	515.45.00	1490.47.00	121.57.00	64.07.00	155.59.00	95.09.00	15.23	1225.44.00	131.58.00	913.36.00	701.43.00
FBgn0036019	0	872.36.00	3053.49.00	0	1679.28.00	3934.15.00	1796.07.00	0	0	0	6068.03.00	0
FBgn0036020	28.32.00	180.46.00	106.38.00	37.43.00	57.53.00	97.24.00	107.44.00	157.11.00	93.08.00	75.41.00	167.34.00	28.31.00
FBgn0036022	7168.33.00	1365.04.00	9061.04.00	2422.28.00	9752.51.00	5653.47.00	3552.29.00	1696.02.00	0	885.32.00	5049.22.00	4831.37.00
FBgn0036023	14373.19.00	0	11753.36.00	8680.35.00	0	2492.09.00	5.38	7473.46.00	2841.06.00	24.41.00	2725.44.00	0
FBgn0036024	613.25.00	4608.06.00	1417.06.00	13785.15.00	0	1843.54.00	8990.35.00	35.46.00	12293.55.00	533.13.00	10162.54.00	2869.19.00
FBgn0036028	158.16.00	103.18.00	117.57.00	56.58.00	135.09.00	129.22.00	73.45.00	19.59	100.02.00	141.46.00	1101.36.00	152.48.00
FBgn0036029	16354.36.00	4927.39.00	43.57.00	1083.28.00	2479.51.00	1819.11.00	0	2317.45.00	16474.43.00	0	1007.18.00	15510.15.00
FBgn0036030	116.07.00	102.35.00	131.43.00	107.43.00	90.42.00	61.26.00	146.52.00	105.23.00	51.18.00	202.58.00	161.32.00	151.31.00
FBgn0036031	3886.58.00	170.25.00	4787.42.00	3645.45.00	9112.48.00	1764.25.00	2415.26.00	11.57	3275.31.00	1003.14.00	4623.58.00	1735.02.00
FBgn0036032	679.26.00	713.42.00	256.11.00	820.04.00	1541.41.00	87.09.00	1077.39.00	795.17.00	7.39	703.33.00	202.03.00	1586.35.00
FBgn0036035	160.13.00	1028.18.00	81.53.00	58.13.00	703.08.00	151.26.00	116.28.00	1403.27.00	136.29.00	153.35.00	556.59.00	148.51.00
FBgn0036036	270.09.00	389.05.00	347.29.00	1115.41.00	1510.51.00	331.48.00	15.34	1629.03.00	204.51.00	99.08.00	85.37.00	21.47
FBgn0036038	1283.34.00	328.43.00	733.37.00	807.01.00	1130.45.00	185.19.00	163.06.00	767.53.00	1362.27.00	140.42.00	27.16.00	1512.51.00
FBgn0036039	70.36.00	107.33.00	39.09.00	103.21.00	96.08.00	23.38	115.07.00	29.49.00	161.44.00	142.06.00	74.03.00	103.14.00
FBgn0036040	1398.44.00	13167.56.00	118.22.00	1170.52.00	258.43.00	107.34.00	160.24.00	137.28.00	42.59.00	878.23.00	1452.23.00	1461.34.00
FBgn0036043	19.19	15.33	12.34	23.03	1027.23.00	164.58.00	622.38.00	37.29.00	57.13.00	29.59.00	15307.49.00	826.41.00
FBgn0036044	0	3380.26.00	0	968.55.00	10813.03.00	4432.01.00	0	805.06.00	0	0	353.13.00	0
FBgn0036046	9216.45.00	6841.16.00	3076.03.00	4909.49.00	12230.45.00	3999.19.00	0	3503.47.00	0	0	3756.06.00	0
FBgn0036052	94.01.00	938.45.00	50.38.00	156.59.00	275.37.00	1577.55.00	153.05.00	386.34.00	31.14.00	44.21.00	1170.29.00	91.26.00
FBgn0036053	1114.36.00	20.31	29.44.00	55.24.00	58.17.00	31.06.00	17.17	1062.35.00	16.57	25.27.00	344.13.00	13.56
FBgn0036056	127.21.00	157.39.00	719.45.00	1666.51.00	43.25.00	628.55.00	825.08.00	51.55.00	606.08.00	627.33.00	77.14.00	1009.51.00
FBgn0036057	1137.25.00	1404.14.00	1060.03.00	1591.34.00	1176.37.00	141.46.00	1189.45.00	75.48.00	418.24.00	73.51.00	504.32.00	770.43.00
FBgn0036058	44.22.00	137.54.00	163.45.00	200.47.00	128.09.00	206.09.00	123.18.00	99.13.00	66.23.00	263.17.00	105.15.00	177.45.00
FBgn0036059	87.19.00	154.46.00	99.46.00	57.59.00	93.56.00	118.04.00	112.32.00	160.42.00	164.17.00	176.58.00	93.08.00	57.14.00
FBgn0036062	124.12.00	92.46.00	111.53.00	111.32.00	143.48.00	77.33.00	144.27.00	32.05.00	131.32.00	78.37.00	95.29.00	47.37.00
FBgn0036063	1316.42.00	16.35	131.56.00	1199.46.00	112.28.00	44.22.00	605.12.00	1366.42.00	1650.55.00	59.25.00	94.39.00	435.18.00
FBgn0036066	0	0	0	0	0	3584.15.00	0	0	0	297.08.00	9269.15.00	0
FBgn0036070	0	195.52.00	3781.47.00	0	3930.18.00	0	0	13651.02.00	1531.18.00	0	1947.05.00	4451.12.00
FBgn0036072	0	7225.02.00	639.32.00	10631.15.00	7290.42.00	255.14.00	0	1677.44.00	0	0	5352.12.00	0
FBgn0036075	12732.59.00	4171.49.00	14956.19.00	1790.11.00	13295.31.00	1719.29.00	0	2585.54.00	10722.05.00	0	0	3753.46.00
FBgn0036078	0	9575.05.00	0	0	0	0	0	0	0	0	0	0
FBgn0036080	0	4479.49.00	0	485.57.00	16246.05.00	4982.16.00	8780.05.00	0	3676.27.00	0	0	0
FBgn0036082	6768.25.00	13437.22.00	8366.27.00	2740.14.00	2249.43.00	5155.06.00	0	1376.06.00	5652.14.00	0	10332.34.00	1921.26.00
FBgn0036083	0	3102.54.00	0	0	1873.26.00	904.41.00	0	940.51.00	0	0	0	0
FBgn0036085	1860.02.00	3917.53.00	11538.55.00	0	1859.31.00	962.43.00	0	3069.43.00	11285.55.00	0	16549.11.00	2402.32.00
FBgn0036089	3337.21.00	7991.32.00	10171.55.00	4207.43.00	1886.21.00	12345.02.00	4612.31.00	0	5683.47.00	0	7311.11.00	251.44.00
FBgn0036090	126.28.00	70.18.00	110.18.00	161.02.00	47.54.00	136.16.00	131.02.00	47.49.00	31.18.00	35.43.00	118.46.00	34.39.00
FBgn0036091	7167.47.00	5635.23.00	9629.22.00	15168.15.00	365.05.00	3332.19.00	13479.14.00	0	3311.32.00	5203.02.00	1803.28.00	4700.54.00
FBgn0036093	341.21.00	966.29.00	14686.51.00	5101.18.00	2819.36.00	10234.57.00	2495.35.00	16023.38.00	29.27.00	3288.15.00	4543.47.00	2637.55.00
FBgn0036094	7078.25.00	909.39.00	8666.44.00	9574.34.00	3628.17.00	11454.19.00	7320.16.00	272.52.00	6487.49.00	3785.26.00	0	4969.56.00
FBgn0036096	162.43.00	1210.12.00	95.16.00	88.53.00	171.16.00	187.03.00	182.19.00	649.39.00	114.09.00	94.31.00	384.35.00	165.32.00
FBgn0036099	171.45.00	89.33.00	131.07.00	145.14.00	135.47.00	42.56.00	177.28.00	124.19.00	78.14.00	52.45.00	122.16.00	64.26.00
FBgn0036101	114.29.00	115.02.00	175.42.00	134.03.00	714.57.00	224.02.00	149.48.00	54.39.00	219.32.00	108.32.00	175.49.00	215.34.00
FBgn0036102	0	1516.22.00	1000.08.00	0	835.57.00	0	6608.09.00	595.16.00	0	0	12178.38.00	4239.07.00
FBgn0036104	30.21.00	1655.48.00	106.47.00	40.57.00	71.03.00	118.54.00	25.28.00	59.54.00	59.36.00	199.58.00	129.09.00	173.52.00
FBgn0036105	29.54.00	74.41.00	115.56.00	25.35.00	82.55.00	86.18.00	69.32.00	15.46	45.35.00	143.19.00	49.03.00	64.36.00
FBgn0036106	4636.38.00	632.52.00	3378.03.00	3601.46.00	1147.42.00	5552.25.00	11175.08.00	1280.35.00	10960.34.00	4932.41.00	5596.07.00	5524.09.00
FBgn0036107	62.57.00	66.29.00	198.43.00	71.47.00	89.04.00	199.52.00	163.06.00	185.55.00	137.15.00	57.31.00	141.27.00	80.52.00
FBgn0036108	0	1807.34.00	0	1772.11.00	1924.02.00	1876.08.00	1671.31.00	11898.32.00	0	382.47.00	6494.19.00	2322.43.00
FBgn0036109	166.15.00	1534.57.00	1297.03.00	1634.49.00	786.03.00	564.45.00	1878.33.00	950.27.00	6520.47.00	1371.49.00	44.12.00	1042.29.00
FBgn0036110	5859.41.00	1233.36.00	0	4794.47.00	7255.42.00	6628.15.00	0	0	0	0	2337.39.00	0
FBgn0036111	197.45.00	155.32.00	280.27.00	194.15.00	160.14.00	302.27.00	232.53.00	202.59.00	196.43.00	274.21.00	195.57.00	257.17.00
FBgn0036112	0	1236.14.00	11376.05.00	0	133.16.00	0	8896.55.00	171.08.00	0	0	835.18.00	0
FBgn0036116	2610.24.00	65.03.00	6407.27.00	3124.01.00	64.46.00	15403.42.00	0	159.31.00	3576.42.00	13399.08.00	111.43.00	235.44.00
FBgn0036117	394.53.00	1211.08.00	982.05.00	533.56.00	1443.15.00	1238.26.00	24.28.00	1483.35.00	92.42.00	1542.19.00	1414.12.00	1639.13.00
FBgn0036118	79.06.00	170.19.00	152.07.00	28.44.00	40.56.00	65.25.00	82.03.00	88.47.00	123.28.00	158.27.00	134.19.00	158.04.00
FBgn0036121	118.08.00	108.13.00	93.51.00	147.21.00	50.58.00	124.18.00	106.08.00	136.53.00	194.55.00	44.42.00	95.07.00	126.01.00
FBgn0036124	14.06	640.44.00	64.21.00	97.17.00	230.02.00	124.46.00	148.56.00	403.27.00	33.45.00	131.05.00	1591.44.00	108.03.00
FBgn0036125	3865.01.00	250.47.00	108.31.00	342.24.00	14915.26.00	1239.05.00	3182.16.00	1283.24.00	1353.12.00	2435.49.00	9666.57.00	7373.27.00
FBgn0036126	109.23.00	104.11.00	61.01.00	105.21.00	136.37.00	105.35.00	54.38.00	143.18.00	45.56.00	156.24.00	124.19.00	110.48.00
FBgn0036128	0	0	178.48.00	2961.39.00	0	1956.33.00	0	0	1148.38.00	0	0	3225.43.00
FBgn0036131	0	1603.35.00	4895.22.00	0	0	0	0	13961.55.00	0	0	0	0
FBgn0036133	99.27.00	94.24.00	128.17.00	94.26.00	64.33.00	157.52.00	19.33	107.19.00	42.36.00	119.22.00	43.47.00	16.8
FBgn0036134	65.11.00	15.23	79.12.00	208.35.00	141.17.00	187.59.00	48.34.00	1280.37.00	42.32.00	204.53.00	126.11.00	170.44.00
FBgn0036135	116.45.00	70.43.00	37.55.00	126.44.00	46.54.00	167.39.00	145.29.00	73.13.00	89.36.00	170.11.00	109.45.00	47.28.00
FBgn0036136	207.22.00	115.08.00	219.41.00	108.28.00	104.57.00	162.36.00	203.57.00	71.26.00	209.15.00	167.17.00	44.12.00	165.28.00
FBgn0036138	11955.42.00	4874.22.00	5160.15.00	72.31.00	3320.44.00	1270.11.00	6625.15.00	490.48.00	9301.47.00	4996.17.00	0	6035.12.00
FBgn0036139	4749.17.00	77.12.00	12872.21.00	10656.12.00	2594.31.00	9259.46.00	5244.42.00	171.44.00	4293.31.00	1852.31.00	7134.48.00	5826.24.00
FBgn0036141	147.31.00	90.26.00	108.54.00	98.15.00	71.53.00	102.59.00	73.57.00	1531.14.00	101.55.00	123.23.00	20.09	151.47.00
FBgn0036142	161.06.00	202.59.00	1618.31.00	1186.14.00	757.06.00	29.17.00	55.58.00	663.19.00	30.26.00	13.15	1277.49.00	458.43.00
FBgn0036143	2757.36.00	148.38.00	1742.05.00	2257.01.00	230.41.00	309.25.00	1637.55.00	4007.32.00	3562.38.00	0	1705.34.00	1809.57.00
FBgn0036144	977.19.00	46.32.00	130.34.00	1229.56.00	99.31.00	175.17.00	627.25.00	26.35.00	1282.12.00	10444.41.00	1348.45.00	829.46.00
FBgn0036145	65.14.00	61.45.00	152.58.00	1475.56.00	34.08.00	514.19.00	1458.47.00	95.23.00	15927.56.00	7676.19.00	182.45.00	780.56.00
FBgn0036146	14008.27.00	428.45.00	1941.47.00	10201.53.00	235.15.00	11643.59.00	4797.43.00	7067.41.00	2512.54.00	8797.55.00	9898.17.00	3600.09.00
FBgn0036147	41.57.00	197.29.00	131.45.00	179.46.00	82.25.00	193.19.00	115.49.00	139.23.00	116.27.00	46.06.00	78.27.00	155.39.00
FBgn0036150	402.59.00	16.42	667.59.00	1300.14.00	1393.47.00	1319.55.00	285.29.00	6080.27.00	10675.51.00	1233.57.00	4410.38.00	427.01.00
FBgn0036152	1479.57.00	653.48.00	78.41.00	464.06.00	968.36.00	1110.35.00	31.41.00	53.01.00	15.45	1149.21.00	87.29.00	533.08.00
FBgn0036153	3162.06.00	7356.54.00	259.01.00	0	1802.15.00	12038.34.00	1803.26.00	10055.09.00	670.04.00	3797.21.00	3187.53.00	13576.11.00
FBgn0036154	9201.03.00	1307.41.00	139.18.00	7208.04.00	0	8357.23.00	7815.31.00	1959.05.00	3880.48.00	785.02.00	14687.58.00	11796.05.00
FBgn0036155	126.35.00	144.03.00	79.06.00	117.56.00	230.27.00	181.52.00	154.32.00	991.44.00	124.48.00	71.02.00	12491.54.00	109.45.00
FBgn0036156	901.07.00	5113.59.00	6389.57.00	0	6371.14.00	2181.19.00	0	2650.02.00	8370.05.00	0	5194.17.00	10404.59.00
FBgn0036157	4910.15.00	13635.49.00	1953.09.00	3652.33.00	1454.07.00	5887.38.00	4013.29.00	4963.05.00	7672.51.00	3160.09.00	5876.56.00	1449.46.00
FBgn0036158	0	2769.52.00	0	0	0	0	0	0	0	0	0	0
FBgn0036159	5857.35.00	9900.37.00	14534.53.00	0	5977.27.00	9886.45.00	0	1929.09.00	8358.13.00	0	1926.38.00	9254.29.00
FBgn0036160	0	2713.33.00	3467.35.00	0	16442.55.00	573.49.00	0	11385.52.00	666.01.00	0	14661.35.00	7941.34.00
FBgn0036161	1810.05.00	5571.06.00	13768.35.00	0	1945.27.00	0	0	13260.39.00	1804.36.00	0	9471.24.00	5461.05.00
FBgn0036162	5825.12.00	30.41.00	11789.48.00	0	245.09.00	7598.55.00	1937.16.00	2201.26.00	10437.35.00	0	8516.19.00	6779.09.00
FBgn0036165	186.39.00	122.25.00	211.52.00	62.25.00	128.53.00	113.17.00	156.26.00	139.42.00	194.48.00	158.23.00	147.32.00	156.43.00
FBgn0036168	2163.17.00	3593.13.00	3830.43.00	1831.49.00	2701.59.00	26.07.00	6615.06.00	5973.31.00	731.43.00	1369.01.00	2080.51.00	353.25.00
FBgn0036169	998.51.00	1282.29.00	162.22.00	422.44.00	1276.49.00	13.49	36.54.00	1586.51.00	117.58.00	127.08.00	11488.59.00	1361.44.00
FBgn0036170	3048.38.00	801.57.00	8099.43.00	9048.53.00	9702.39.00	8869.26.00	1383.16.00	4785.24.00	2455.28.00	1778.52.00	8526.59.00	1845.36.00
FBgn0036173	97.19.00	134.33.00	203.33.00	41.32.00	55.39.00	40.16.00	160.31.00	218.56.00	94.47.00	95.24.00	77.59.00	202.11.00
FBgn0036176	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0036177	0	0	0	0	0	1413.58.00	0	0	0	0	0	0
FBgn0036178	0	6568.07.00	0	0	300.17.00	0	0	0	0	0	0	0
FBgn0036179	4749.12.00	283.13.00	8669.39.00	15247.41.00	129.47.00	4603.36.00	10563.55.00	5423.57.00	3828.58.00	0	2545.14.00	13686.55.00
FBgn0036180	1609.37.00	119.24.00	83.57.00	22.47	15.12	17.24	134.12.00	76.44.00	164.13.00	73.35.00	39.44.00	133.25.00
FBgn0036181	746.17.00	2697.39.00	106.17.00	58.38.00	9447.44.00	439.31.00	4367.08.00	2624.29.00	8330.52.00	12037.42.00	5021.45.00	5046.08.00
FBgn0036183	2917.37.00	12215.21.00	7929.08.00	2234.41.00	1684.41.00	377.01.00	10230.54.00	4307.26.00	5853.08.00	0	0	1532.49.00
FBgn0036184	25.04.00	298.34.00	104.47.00	37.23.00	681.29.00	55.58.00	88.16.00	1068.57.00	136.05.00	203.35.00	1546.34.00	34.43.00
FBgn0036186	580.21.00	10583.43.00	14080.59.00	865.03.00	3984.05.00	15751.23.00	81.48.00	3365.52.00	10960.29.00	1333.02.00	4506.32.00	497.32.00
FBgn0036187	347.35.00	220.41.00	284.21.00	173.13.00	514.32.00	1015.41.00	111.21.00	228.24.00	45.01.00	18.23	1203.56.00	1304.22.00
FBgn0036188	209.21.00	110.59.00	184.06.00	96.49.00	143.48.00	116.11.00	223.34.00	80.01.00	195.35.00	62.33.00	1624.09.00	57.54.00
FBgn0036191	161.06.00	1222.17.00	23.05	91.45.00	134.49.00	142.14.00	100.49.00	1254.22.00	748.44.00	156.01.00	142.42.00	71.06.00
FBgn0036192	155.42.00	94.27.00	115.37.00	129.39.00	145.32.00	28.05.00	146.06.00	147.55.00	114.54.00	21.19	154.02.00	66.24.00
FBgn0036193	182.08.00	110.28.00	153.57.00	168.53.00	131.43.00	181.14.00	40.19.00	138.57.00	80.36.00	176.46.00	169.24.00	55.11.00
FBgn0036194	71.51.00	63.25.00	33.46.00	54.53.00	37.24.00	38.51.00	27.01.00	159.39.00	170.51.00	44.53.00	62.41.00	48.52.00
FBgn0036195	5855.57.00	168.34.00	5500.05.00	1660.12.00	623.37.00	1219.45.00	4608.34.00	1097.34.00	13975.05.00	0	1762.14.00	0
FBgn0036196	1445.48.00	34.17.00	804.16.00	991.59.00	145.28.00	1043.21.00	1026.43.00	166.36.00	1569.03.00	667.39.00	25.14.00	330.29.00
FBgn0036198	155.24.00	313.39.00	186.19.00	185.04.00	201.44.00	244.17.00	185.56.00	249.56.00	237.56.00	195.31.00	294.06.00	220.33.00
FBgn0036199	149.06.00	78.38.00	13.19	1247.56.00	1106.14.00	64.05.00	35.21.00	1575.33.00	731.59.00	130.36.00	905.37.00	48.21.00
FBgn0036202	11997.14.00	147.44.00	193.24.00	52.01.00	207.54.00	28.28.00	6114.01.00	1243.05.00	30.51.00	766.19.00	106.59.00	4235.26.00
FBgn0036203	4648.52.00	1096.35.00	6512.35.00	794.04.00	1882.22.00	11607.19.00	1790.01.00	2929.16.00	3780.13.00	12432.34.00	12399.02.00	2229.48.00
FBgn0036204	2501.54.00	11009.42.00	14187.23.00	2184.22.00	4915.35.00	7076.54.00	0	3905.33.00	14386.26.00	94.53.00	7213.59.00	3960.38.00
FBgn0036205	5739.58.00	659.05.00	2188.34.00	3568.19.00	103.11.00	15170.58.00	4291.59.00	1255.44.00	2304.58.00	2496.06.00	400.11.00	7665.12.00
FBgn0036206	9901.17.00	932.16.00	6956.08.00	1290.43.00	1552.42.00	1773.13.00	2131.55.00	3451.59.00	2925.18.00	4628.36.00	1785.48.00	2149.52.00
FBgn0036207	88.06.00	86.45.00	45.31.00	100.23.00	114.26.00	105.15.00	153.06.00	969.46.00	52.41.00	100.04.00	986.27.00	32.05.00
FBgn0036208	16498.35.00	342.11.00	8123.26.00	8255.28.00	1245.42.00	14853.35.00	10422.25.00	1070.42.00	0	5094.25.00	55.06.00	0
FBgn0036210	140.21.00	157.02.00	1363.37.00	1542.43.00	45.53.00	228.44.00	1540.31.00	21.07	1037.07.00	1273.29.00	24.13.00	1353.48.00
FBgn0036211	136.33.00	175.59.00	90.18.00	32.09.00	110.25.00	161.27.00	162.19.00	71.59.00	58.01.00	74.47.00	151.42.00	178.27.00
FBgn0036212	1237.26.00	1613.38.00	700.55.00	856.54.00	303.08.00	1584.23.00	631.21.00	59.01.00	1210.18.00	159.28.00	954.23.00	1172.57.00
FBgn0036213	5161.47.00	1773.01.00	5173.19.00	5604.27.00	1615.56.00	4635.07.00	5184.02.00	2103.01.00	4765.46.00	5378.23.00	1493.14.00	5408.15.00
FBgn0036214	1708.56.00	632.16.00	6374.36.00	13491.16.00	217.24.00	3347.27.00	1844.26.00	6611.58.00	4580.11.00	9828.09.00	2905.47.00	8947.33.00
FBgn0036217	2191.52.00	2761.22.00	5983.06.00	0	2977.35.00	1410.35.00	0	3103.54.00	3495.47.00	0	0	6845.49.00
FBgn0036218	5133.49.00	36.18.00	1436.26.00	3955.57.00	977.59.00	16172.09.00	0	7199.34.00	6247.56.00	0	10162.15.00	10252.55.00
FBgn0036219	0	586.39.00	0	0	0	0	14551.25.00	6713.03.00	13934.27.00	0	7432.13.00	0
FBgn0036220	0	0	0	3476.42.00	0	0	0	0	0	0	0	0
FBgn0036221	1910.31.00	0	12207.47.00	0	1970.52.00	2361.26.00	0	6489.12.00	730.47.00	0	0	0
FBgn0036222	867.47.00	4209.03.00	4388.03.00	14274.15.00	7533.55.00	4690.36.00	0	4050.22.00	3664.12.00	0	0	8652.55.00
FBgn0036224	0	0	498.47.00	0	1960.24.00	3507.41.00	0	6668.51.00	202.17.00	0	1486.58.00	1424.15.00
FBgn0036225	7426.41.00	7656.38.00	2270.16.00	129.26.00	135.25.00	15033.05.00	0	5342.58.00	0	8566.04.00	0	3601.27.00
FBgn0036226	0	0	2173.21.00	2725.14.00	10953.27.00	4321.11.00	0	0	2407.11.00	6688.42.00	1348.01.00	0
FBgn0036227	0	0	0	3673.58.00	3143.41.00	5341.36.00	0	0	16.39	0	0	0
FBgn0036228	7424.02.00	0	0	4508.59.00	0	0	0	0	3025.52.00	0	0	0
FBgn0036229	5161.11.00	0	0	0	14523.05.00	0	0	0	4908.49.00	0	0	0
FBgn0036230	0	2506.07.00	0	0	14649.34.00	2660.59.00	0	2893.17.00	0	0	10113.35.00	0
FBgn0036232	0	0	0	7351.11.00	0	0	0	0	0	0	0	0
FBgn0036235	0	83.21.00	0	0	973.19.00	5643.06.00	0	3349.16.00	0	0	4138.39.00	0
FBgn0036236	1936.51.00	884.29.00	3766.31.00	0	0	4772.45.00	2703.52.00	7870.21.00	3060.17.00	0	222.51.00	5415.36.00
FBgn0036237	49.41.00	216.06.00	63.18.00	80.11.00	99.11.00	91.09.00	149.31.00	133.11.00	76.42.00	185.02.00	64.18.00	92.49.00
FBgn0036239	67.37.00	99.02.00	210.29.00	81.55.00	108.03.00	85.15.00	226.04.00	85.28.00	107.21.00	122.49.00	50.38.00	116.31.00
FBgn0036240	44.09.00	22.51	74.57.00	114.37.00	897.24.00	184.15.00	1252.21.00	1407.45.00	127.08.00	101.44.00	974.58.00	630.31.00
FBgn0036242	14314.44.00	400.42.00	4238.53.00	5718.29.00	12808.46.00	3115.16.00	2543.51.00	14431.19.00	4343.52.00	4973.04.00	3112.42.00	7792.32.00
FBgn0036246	851.39.00	8017.32.00	7017.12.00	2431.11.00	2087.49.00	1615.02.00	6114.37.00	1633.55.00	15937.48.00	2877.17.00	1463.24.00	8346.16.00
FBgn0036248	103.03.00	56.16.00	73.28.00	45.18.00	180.44.00	85.42.00	107.01.00	50.27.00	58.45.00	149.52.00	65.38.00	156.11.00
FBgn0036249	600.26.00	52.06.00	161.47.00	82.46.00	76.22.00	33.09.00	65.49.00	603.02.00	619.25.00	33.04.00	300.06.00	84.45.00
FBgn0036250	9900.05.00	0	0	0	0	0	0	0	0	0	0	0
FBgn0036254	1173.55.00	154.09.00	1464.57.00	460.24.00	1318.07.00	1643.28.00	172.51.00	1224.56.00	47.12.00	157.42.00	831.49.00	72.48.00
FBgn0036255	179.08.00	179.02.00	36.46.00	99.49.00	89.17.00	27.48.00	148.49.00	144.05.00	113.23.00	72.58.00	85.01.00	39.28.00
FBgn0036257	86.22.00	175.04.00	82.35.00	160.23.00	1515.32.00	152.47.00	146.49.00	70.04.00	63.06.00	61.59.00	62.46.00	1179.14.00
FBgn0036258	139.41.00	141.07.00	179.55.00	184.11.00	149.59.00	159.54.00	155.55.00	61.35.00	130.38.00	254.06.00	86.37.00	111.43.00
FBgn0036259	2538.35.00	89.46.00	2782.49.00	8715.35.00	737.05.00	396.57.00	5917.04.00	1130.31.00	15335.18.00	4461.47.00	470.03.00	917.07.00
FBgn0036260	6710.48.00	3466.12.00	9269.51.00	2811.58.00	1053.25.00	2790.52.00	3794.31.00	2398.16.00	4550.18.00	14985.38.00	2366.29.00	14180.55.00
FBgn0036262	89.46.00	7827.12.00	2028.17.00	1358.41.00	1995.28.00	15089.32.00	1597.51.00	2331.31.00	1718.26.00	3685.57.00	4059.28.00	0
FBgn0036263	186.16.00	35.44.00	102.21.00	131.19.00	22.38	190.57.00	200.32.00	348.17.00	52.07.00	211.16.00	1458.36.00	210.42.00
FBgn0036264	1735.05.00	16536.35.00	0	0	13383.49.00	2198.18.00	14572.51.00	13381.44.00	3960.01.00	7749.22.00	782.34.00	0
FBgn0036266	619.34.00	1550.38.00	128.22.00	665.24.00	488.25.00	73.17.00	16.03	678.29.00	797.41.00	24.37.00	766.47.00	605.26.00
FBgn0036271	101.19.00	22.57	22.35	1453.35.00	1663.21.00	126.28.00	65.25.00	836.17.00	82.24.00	82.18.00	148.01.00	121.11.00
FBgn0036272	867.25.00	107.08.00	91.26.00	38.49.00	1562.25.00	21.21	84.37.00	134.36.00	68.03.00	71.01.00	57.38.00	470.43.00
FBgn0036273	10499.52.00	1085.42.00	780.25.00	50.44.00	100.26.00	947.32.00	718.48.00	423.29.00	9767.04.00	1224.19.00	66.42.00	6764.42.00
FBgn0036274	11846.29.00	5894.17.00	4813.06.00	3152.53.00	2010.14.00	129.13.00	0	0	0	0	1002.19.00	0
FBgn0036277	154.44.00	168.28.00	118.54.00	139.48.00	101.58.00	173.51.00	179.35.00	32.02.00	163.16.00	142.48.00	114.35.00	157.25.00
FBgn0036278	1852.39.00	1655.58.00	4942.47.00	6388.09.00	931.06.00	15584.19.00	11437.14.00	3705.58.00	15936.37.00	3551.49.00	4882.27.00	2128.18.00
FBgn0036279	76.45.00	177.41.00	64.15.00	109.06.00	23.16	122.46.00	73.28.00	14.31	35.59.00	127.52.00	910.15.00	111.54.00
FBgn0036282	7982.41.00	778.19.00	14809.47.00	7313.15.00	27.51.00	3051.39.00	2210.43.00	132.27.00	1791.55.00	4948.26.00	1270.01.00	4399.42.00
FBgn0036285	957.34.00	752.33.00	162.13.00	153.19.00	18.11	44.34.00	147.01.00	208.45.00	318.34.00	44.35.00	929.51.00	19.35
FBgn0036286	29.41.00	23.29	48.41.00	59.54.00	45.31.00	91.27.00	78.53.00	1041.22.00	162.49.00	44.14.00	17.33	125.12.00
FBgn0036287	11750.22.00	249.23.00	172.26.00	9599.35.00	1427.21.00	527.06.00	559.41.00	170.04.00	1453.19.00	14.46	158.46.00	1271.54.00
FBgn0036288	11597.03.00	791.57.00	51.45.00	14140.22.00	1564.08.00	1437.28.00	183.18.00	1118.13.00	1058.35.00	6637.31.00	203.05.00	13449.34.00
FBgn0036289	158.08.00	151.19.00	178.04.00	63.13.00	203.58.00	167.58.00	185.38.00	124.44.00	30.02.00	135.43.00	138.28.00	158.13.00
FBgn0036290	220.21.00	180.19.00	142.44.00	120.11.00	237.59.00	131.03.00	163.58.00	180.21.00	142.13.00	148.38.00	189.45.00	160.26.00
